unique_ID,SMILES,original_IUPAC_names,seed_formal_charge,pka_type,required_charge,found,protomer_count,reason,expansion_stage
perrin3548,COc1ccc(C(O)c2ccc(OC)cc2)cc1,"diphenylcarbinol, 4,4'-dimethoxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3549,Cc1ccccc1C(O)c1ccccc1C,"diphenylcarbinol, 2,2'-dimethyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3550,Cc1ccc(C(O)c2ccc(C)cc2)cc1,"diphenylcarbinol, 4,4'-dimethyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3551,CCCOCCC,"di-n-propyl, ether-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3552,COCCOC,"ethane, 1,2-dimethoxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3553,CCCCOCC,"ethyl, n-butyl ether-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3554,CCOC(C)(C)C,"ethyl, t-butyl ether-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3555,CCOC(C)=O,Ethyl acetate,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3556,CCOC(=O)c1ccccc1,Ethyl benzoate,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3557,O=c1cc(-c2ccccc2)oc2ccccc12,Flavone,0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3558,COc1ccc(-c2cc(=O)c3ccccc3o2)cc1,"flavone, 4'-methoxy-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
perrin3559,COc1cc(C)c(-c2cc(=O)c3ccccc3o2)c(C)c1,"flavone, 4-methoxy-2',6'-dimethyl-",0,pKaH1,1,False,0,charge_state_unreachable,unlimited
