reaction_index,reaction_smiles,tabulated_constant,temperature_celsius,solvent,temperature,solvent_part,reactant_smiles,product_smiles,n_reactants,n_products
331,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH2:9][CH3:10])[O:5][CH2:6][CH2:8][CH3:11]>>[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH2:9][CH3:10])[O:5][CH2:6][CH2:8][CH3:11],-0.04,20,ethanol,293,0.0286,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH2:9][CH3:10])[O:5][CH2:6][CH2:8][CH3:11],[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH2:9][CH3:10])[O:5][CH2:6][CH2:8][CH3:11],1,1
332,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH2:9][CH3:10])[O:5][CH2:6][CH2:8][CH3:11]>>[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH2:9][CH3:10])[O:5][CH2:6][CH2:8][CH3:11],-0.64,20,ethanol,293,0.61,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH2:9][CH3:10])[O:5][CH2:6][CH2:8][CH3:11],[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH2:9][CH3:10])[O:5][CH2:6][CH2:8][CH3:11],1,1
333,[P:1]([OH:2])(=[S:3])([O:4][CH:7]([CH3:9])[CH3:11])[O:5][CH:6]([CH3:8])[CH3:10]>>[P:1](=[O:2])([SH:3])([O:4][CH:7]([CH3:9])[CH3:11])[O:5][CH:6]([CH3:8])[CH3:10],-0.46,20,ethanol,293,0.61,[P:1]([OH:2])(=[S:3])([O:4][CH:7]([CH3:9])[CH3:11])[O:5][CH:6]([CH3:8])[CH3:10],[P:1](=[O:2])([SH:3])([O:4][CH:7]([CH3:9])[CH3:11])[O:5][CH:6]([CH3:8])[CH3:10],1,1
334,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH2:9][CH2:12][CH3:13])[O:5][CH2:6][CH2:8][CH2:10][CH3:11]>>[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH2:9][CH2:12][CH3:13])[O:5][CH2:6][CH2:8][CH2:10][CH3:11],-0.24,20,ethanol,293,0.0286,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH2:9][CH2:12][CH3:13])[O:5][CH2:6][CH2:8][CH2:10][CH3:11],[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH2:9][CH2:12][CH3:13])[O:5][CH2:6][CH2:8][CH2:10][CH3:11],1,1
335,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH:9]([CH3:11])[CH3:12])[O:5][CH2:6][CH:8]([CH3:10])[CH3:13]>>[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH:9]([CH3:11])[CH3:12])[O:5][CH2:6][CH:8]([CH3:10])[CH3:13],0.02,20,ethanol,293,0.0286,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH:9]([CH3:11])[CH3:12])[O:5][CH2:6][CH:8]([CH3:10])[CH3:13],[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH:9]([CH3:11])[CH3:12])[O:5][CH2:6][CH:8]([CH3:10])[CH3:13],1,1
336,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH:9]([CH3:11])[CH3:12])[O:5][CH2:6][CH:8]([CH3:10])[CH3:13]>>[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH:9]([CH3:11])[CH3:12])[O:5][CH2:6][CH:8]([CH3:10])[CH3:13],-0.42,20,ethanol,293,0.61,[P:1]([OH:2])(=[S:3])([O:4][CH2:7][CH:9]([CH3:11])[CH3:12])[O:5][CH2:6][CH:8]([CH3:10])[CH3:13],[P:1](=[O:2])([SH:3])([O:4][CH2:7][CH:9]([CH3:11])[CH3:12])[O:5][CH2:6][CH:8]([CH3:10])[CH3:13],1,1
337,[P:1]([OH:2])(=[S:3])([O:4][c:6]1[cH:7][cH:8][c:9]([Cl:19])[cH:10][cH:11]1)[O:5][c:12]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1>>[P:1](=[O:2])([SH:3])([O:4][c:6]1[cH:7][cH:8][c:9]([Cl:19])[cH:10][cH:11]1)[O:5][c:12]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,0.13,20,ethanol,293,0.0286,[P:1]([OH:2])(=[S:3])([O:4][c:6]1[cH:7][cH:8][c:9]([Cl:19])[cH:10][cH:11]1)[O:5][c:12]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,[P:1](=[O:2])([SH:3])([O:4][c:6]1[cH:7][cH:8][c:9]([Cl:19])[cH:10][cH:11]1)[O:5][c:12]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,1,1
338,[P:1]([OH:2])(=[S:3])([O:4][c:6]1[cH:7][cH:8][c:9]([Cl:19])[cH:10][cH:11]1)[O:5][c:12]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1>>[P:1](=[O:2])([SH:3])([O:4][c:6]1[cH:7][cH:8][c:9]([Cl:19])[cH:10][cH:11]1)[O:5][c:12]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,-0.18,20,ethanol,293,0.61,[P:1]([OH:2])(=[S:3])([O:4][c:6]1[cH:7][cH:8][c:9]([Cl:19])[cH:10][cH:11]1)[O:5][c:12]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,[P:1](=[O:2])([SH:3])([O:4][c:6]1[cH:7][cH:8][c:9]([Cl:19])[cH:10][cH:11]1)[O:5][c:12]1[cH:13][cH:14][c:15]([Cl:18])[cH:16][cH:17]1,1,1
339,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-1.28,25,ethanol,298,0.05,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
340,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.4,25,ethanol,298,0.15,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
341,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.26,25,ethanol,298,0.18,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
342,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.24,25,ethanol,298,0.36,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
343,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.11,25,ethanol,298,0.39,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
344,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.11,25,ethanol,298,0.58,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
345,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.1,25,ethanol,298,0.8,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
346,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-1.65,25,ethanol,298,0.18,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
347,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.95,25,ethanol,298,0.36,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
348,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.3,25,ethanol,298,0.39,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
349,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.2,25,ethanol,298,0.58,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
350,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.1,25,ethanol,298,0.8,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
351,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.88,15,"1,4-dioxane",288,0.04,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
352,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-1.06,25,"1,4-dioxane",298,0.04,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
353,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-1.33,49,"1,4-dioxane",322,0.04,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
354,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.43,25,"1,4-dioxane",298,0.07,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
355,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.18,25,"1,4-dioxane",298,0.19,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
356,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.12,25,"1,4-dioxane",298,0.39,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
357,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.11,25,"1,4-dioxane",298,0.6,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
358,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-2.09,25,"1,4-dioxane",298,0.04,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
359,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-1.04,15,"1,4-dioxane",288,0.05,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
360,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-1.28,25,"1,4-dioxane",298,0.05,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
361,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-1.82,49,"1,4-dioxane",322,0.05,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
362,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-1.28,25,"1,4-dioxane",298,0.07,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
363,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.27,25,"1,4-dioxane",298,0.19,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
364,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.19,25,"1,4-dioxane",298,0.39,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
365,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.15,25,"1,4-dioxane",298,0.6,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
366,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-1.34,15,methanesulfinylmethane,288,0.25,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
367,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-1.54,25,methanesulfinylmethane,298,0.25,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
368,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-1.99,49,methanesulfinylmethane,322,0.25,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
369,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-1.09,25,methanesulfinylmethane,298,0.39,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
370,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.84,25,methanesulfinylmethane,298,0.48,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
371,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.52,25,methanesulfinylmethane,298,0.64,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
372,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7]>>[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],-0.32,25,methanesulfinylmethane,298,0.84,[CH2:1]([CH2:2][CH2:3][OH:4])[C:5]([CH3:6])=[O:7],[CH2:1]1[CH2:2][CH2:3][O:4][C:5]1([CH3:6])[OH:7],1,1
373,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-1.08,15,methanesulfinylmethane,288,0.3,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
374,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-1.22,25,methanesulfinylmethane,298,0.3,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
375,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-1.44,49,methanesulfinylmethane,322,0.3,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
376,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.85,25,methanesulfinylmethane,298,0.48,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
377,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.42,25,methanesulfinylmethane,298,0.64,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
378,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],-0.29,25,methanesulfinylmethane,298,0.84,[CH2:1]([CH2:2][CH2:3][CH2:7][OH:8])[C:4]([CH3:5])=[O:6],[CH2:1]1[CH2:2][CH2:3][CH2:7][O:8][C:4]1([CH3:5])[OH:6],1,1
379,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[S:9][CH2:8][C:7]2=[O:10]>>[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[s:9][cH:8][c:7]2[OH:10],0.31,20,ethanol,293,1.0,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[S:9][CH2:8][C:7]2=[O:10],[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[s:9][cH:8][c:7]2[OH:10],1,1
380,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2>>[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,-2.7,5,benzene,278,1.0,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,1,1
381,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2>>[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,-2.64,16,benzene,289,1.0,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,1,1
382,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2>>[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,-2.56,26,benzene,299,1.0,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,1,1
383,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2>>[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,-2.51,35,benzene,308,1.0,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,1,1
384,[c:1]1([NH2:7])[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:8][cH:9][cH:10][cH:11]2>>[c:1]1(=[NH:7])[c:2]2[c:3]([nH:4][cH:5][cH:6]1)[cH:8][cH:9][cH:10][cH:11]2,-3.3,21,water,294,1.0,[c:1]1([NH2:7])[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:8][cH:9][cH:10][cH:11]2,[c:1]1(=[NH:7])[c:2]2[c:3]([nH:4][cH:5][cH:6]1)[cH:8][cH:9][cH:10][cH:11]2,1,1
