reaction_index,reaction_smiles,tabulated_constant,temperature_celsius,solvent,temperature,solvent_part,reactant_smiles,product_smiles,n_reactants,n_products
385,[Na+:1].[Na+:2].[cH:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8]1)[c:9]([OH:13])[c:10]([S:14](=[O:15])(=[O:16])[O-:17])[cH:11][c:12]2/[N:18]=[N:19]\[c:20]1[cH:21][cH:22][c:23]([S:26](=[O:27])(=[O:28])[O-:29])[cH:24][cH:25]1>>[Na+:2].[Na+:1].[cH:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8]1)[C:9](=[O:13])[C:10]([S:14](=[O:15])(=[O:16])[O-:17])=[CH:11]/[C:12]2=[N:18]\[NH:19][c:20]1[cH:21][cH:22][c:23]([S:26](=[O:27])(=[O:28])[O-:29])[cH:24][cH:25]1,0.84,35,water,308,1.0,[Na+:1].[Na+:2].[cH:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8]1)[c:9]([OH:13])[c:10]([S:14](=[O:15])(=[O:16])[O-:17])[cH:11][c:12]2/[N:18]=[N:19]\[c:20]1[cH:21][cH:22][c:23]([S:26](=[O:27])(=[O:28])[O-:29])[cH:24][cH:25]1,[Na+:2].[Na+:1].[cH:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8]1)[C:9](=[O:13])[C:10]([S:14](=[O:15])(=[O:16])[O-:17])=[CH:11]/[C:12]2=[N:18]\[NH:19][c:20]1[cH:21][cH:22][c:23]([S:26](=[O:27])(=[O:28])[O-:29])[cH:24][cH:25]1,3,3
386,[cH:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[c:7]([OH:21])[cH:8][cH:9][c:10]2/[N:11]=[N:12]/[c:13]1[cH:14][cH:15][c:16]([O:19][CH3:20])[cH:17][cH:18]1>>[cH:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[C:7](=[O:21])[CH:8]=[CH:9]/[C:10]2=[N:11]\[NH:12][c:13]1[cH:14][cH:15][c:16]([O:19][CH3:20])[cH:17][cH:18]1,-0.08,-21,propan-2-one,252,1.0,[cH:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[c:7]([OH:21])[cH:8][cH:9][c:10]2/[N:11]=[N:12]/[c:13]1[cH:14][cH:15][c:16]([O:19][CH3:20])[cH:17][cH:18]1,[cH:1]1[c:2]2[c:3]([cH:4][cH:5][cH:6]1)[C:7](=[O:21])[CH:8]=[CH:9]/[C:10]2=[N:11]\[NH:12][c:13]1[cH:14][cH:15][c:16]([O:19][CH3:20])[cH:17][cH:18]1,1,1
387,[c:1]1(/[N:7]=[N:8]/[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:2][c:3]([C:17]([CH3:18])([CH3:19])[CH3:20])[c:4]([OH:15])[c:5]([C:16]([CH3:21])([CH3:22])[CH3:23])[cH:6]1>>[C:1]1(=[N:7]\[NH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)\[CH:2]=[C:3]([C:17]([CH3:18])([CH3:19])[CH3:20])[C:4](=[O:15])[C:5]([C:16]([CH3:21])([CH3:22])[CH3:23])=[CH:6]1,1.46,23,tetrachloromethane,296,1.0,[c:1]1(/[N:7]=[N:8]/[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:2][c:3]([C:17]([CH3:18])([CH3:19])[CH3:20])[c:4]([OH:15])[c:5]([C:16]([CH3:21])([CH3:22])[CH3:23])[cH:6]1,[C:1]1(=[N:7]\[NH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)\[CH:2]=[C:3]([C:17]([CH3:18])([CH3:19])[CH3:20])[C:4](=[O:15])[C:5]([C:16]([CH3:21])([CH3:22])[CH3:23])=[CH:6]1,1,1
388,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7]>>[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],0.1,20,water,293,1.0,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],1,1
389,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7]>>[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],-0.05,40,water,313,1.0,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],1,1
390,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7]>>[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],-0.22,60,water,333,1.0,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],1,1
391,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7]>>[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],-0.4,80,water,353,1.0,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],1,1
392,[cH:1]1[c:2]2[c:3]([n:4][cH:5][c:6]1[OH:11])[cH:7][cH:8][cH:9][cH:10]2>>[cH:1]1[c:2]2[c:3]([nH+:4][cH:5][c:6]1[O-:11])[cH:7][cH:8][cH:9][cH:10]2,-1.08,20,water,293,1.0,[cH:1]1[c:2]2[c:3]([n:4][cH:5][c:6]1[OH:11])[cH:7][cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[c:3]([nH+:4][cH:5][c:6]1[O-:11])[cH:7][cH:8][cH:9][cH:10]2,1,1
393,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([OH:11])[cH:10]2>>[cH:1]1[c:2]2[c:3]([nH+:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([O-:11])[cH:10]2,-2.09,20,water,293,1.0,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([OH:11])[cH:10]2,[cH:1]1[c:2]2[c:3]([nH+:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([O-:11])[cH:10]2,1,1
394,[c:1]1([OH:11])[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2>>[c:1]1([O-:11])[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,0.46,20,water,293,1.0,[c:1]1([OH:11])[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,[c:1]1([O-:11])[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,1,1
395,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[OH:11]>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[O-:11],-1.45,20,water,293,1.0,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[OH:11],[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[O-:11],1,1
396,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][c:8]([OH:11])[cH:9][cH:10]2>>[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][c:8]([O-:11])[cH:9][cH:10]2,-1.37,20,water,293,1.0,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][c:8]([OH:11])[cH:9][cH:10]2,[cH:1]1[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][c:8]([O-:11])[cH:9][cH:10]2,1,1
398,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([OH:11])[cH:10]2>>[cH:1]1[c:2]2[c:3]([nH+:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([O-:11])[cH:10]2,-2.62,20,"1,4-dioxane",293,1.0,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([OH:11])[cH:10]2,[cH:1]1[c:2]2[c:3]([nH+:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([O-:11])[cH:10]2,1,1
399,[cH:1]1[cH:2][cH:3][n:4][c:5]([CH:7]([c:8]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:9]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:6]1>>[CH:1]1=[CH:6]/[C:5](=[C:7](/[c:8]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:9]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[NH:4][CH:3]=[CH:2]1,-12.82,35,water,308,1.0,[cH:1]1[cH:2][cH:3][n:4][c:5]([CH:7]([c:8]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:9]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:6]1,[CH:1]1=[CH:6]/[C:5](=[C:7](/[c:8]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:9]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[NH:4][CH:3]=[CH:2]1,1,1
400,[cH:1]1[cH:2][cH:3][n:4][c:5]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:6]1>>[CH:1]1=[CH:6]/[C:5](=[CH:7]\[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[NH:4][CH:3]=[CH:2]1,-11.88,35,water,308,1.0,[cH:1]1[cH:2][cH:3][n:4][c:5]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:6]1,[CH:1]1=[CH:6]/[C:5](=[CH:7]\[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[NH:4][CH:3]=[CH:2]1,1,1
401,[c:1]1(/[CH:7]=[N:8]/[CH:9]([CH3:10])[CH3:11])[cH:2][cH:3][c:4]([OH:12])[cH:5][cH:6]1>>[C:1]1(=[CH:7]/[NH:8][CH:9]([CH3:10])[CH3:11])\[CH:2]=[CH:3][C:4](=[O:12])[CH:5]=[CH:6]1,-0.96,30,methanol,303,1.0,[c:1]1(/[CH:7]=[N:8]/[CH:9]([CH3:10])[CH3:11])[cH:2][cH:3][c:4]([OH:12])[cH:5][cH:6]1,[C:1]1(=[CH:7]/[NH:8][CH:9]([CH3:10])[CH3:11])\[CH:2]=[CH:3][C:4](=[O:12])[CH:5]=[CH:6]1,1,1
402,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][c:13]([CH3:20])[cH:14][cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2>>[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][c:13]([CH3:20])[cH:14][cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],0.1,25,ethanol,298,1.0,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][c:13]([CH3:20])[cH:14][cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2,[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][c:13]([CH3:20])[cH:14][cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],1,1
403,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][cH:13][c:14]([Cl:20])[cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2>>[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][cH:13][c:14]([Cl:20])[cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],-0.19,25,ethanol,298,1.0,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][cH:13][c:14]([Cl:20])[cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2,[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][cH:13][c:14]([Cl:20])[cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],1,1
404,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][c:13]([Cl:20])[cH:14][cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2>>[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][c:13]([Cl:20])[cH:14][cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],-0.13,25,ethanol,298,1.0,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][c:13]([Cl:20])[cH:14][cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2,[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][c:13]([Cl:20])[cH:14][cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],1,1
405,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][cH:13][c:14]([OH:20])[cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2>>[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][cH:13][c:14]([OH:20])[cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],-0.04,25,ethanol,298,1.0,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][cH:13][c:14]([OH:20])[cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2,[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][cH:13][c:14]([OH:20])[cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],1,1
406,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][c:13]([O:20][CH3:21])[cH:14][cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2>>[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][c:13]([O:20][CH3:21])[cH:14][cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],0.1,25,ethanol,298,1.0,[c:1]1(/[CH:7]=[N:8]/[c:9]2[cH:11][cH:12][c:13]([O:20][CH3:21])[cH:14][cH:15]2)[c:2]2[c:3]([cH:4][cH:5][c:6]1[OH:10])[cH:16][cH:17][cH:18][cH:19]2,[C:1]1(=[CH:7]/[NH:8][c:9]2[cH:11][cH:12][c:13]([O:20][CH3:21])[cH:14][cH:15]2)\[c:2]2[c:3]([cH:16][cH:17][cH:18][cH:19]2)[CH:4]=[CH:5][C:6]1=[O:10],1,1
407,[c:1]1(/[CH:7]=[N:8]/[CH:9]([CH3:11])[CH3:12])[cH:2][cH:3][cH:4][cH:5][c:6]1[OH:10]>>[C:1]1(=[CH:7]/[NH:8][CH:9]([CH3:11])[CH3:12])\[CH:2]=[CH:3][CH:4]=[CH:5][C:6]1=[O:10],-1.15,30,propan-1-ol,303,1.0,[c:1]1(/[CH:7]=[N:8]/[CH:9]([CH3:11])[CH3:12])[cH:2][cH:3][cH:4][cH:5][c:6]1[OH:10],[C:1]1(=[CH:7]/[NH:8][CH:9]([CH3:11])[CH3:12])\[CH:2]=[CH:3][CH:4]=[CH:5][C:6]1=[O:10],1,1
408,[c:1]1(/[CH:7]=[N:8]/[CH:9]([CH3:10])[CH3:11])[cH:2][cH:3][c:4]([OH:12])[cH:5][cH:6]1>>[C:1]1(=[CH:7]/[NH:8][CH:9]([CH3:10])[CH3:11])\[CH:2]=[CH:3][C:4](=[O:12])[CH:5]=[CH:6]1,-1.4,30,propan-1-ol,303,1.0,[c:1]1(/[CH:7]=[N:8]/[CH:9]([CH3:10])[CH3:11])[cH:2][cH:3][c:4]([OH:12])[cH:5][cH:6]1,[C:1]1(=[CH:7]/[NH:8][CH:9]([CH3:10])[CH3:11])\[CH:2]=[CH:3][C:4](=[O:12])[CH:5]=[CH:6]1,1,1
409,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13]>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],-0.25,20,toluene,293,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13],[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],1,1
410,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13]>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],-0.21,30,toluene,303,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13],[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],1,1
411,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13]>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],-0.19,40,toluene,313,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][CH2:10][CH2:11][CH2:12][CH3:13],[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[CH2:10][CH2:11][CH2:12][CH3:13],1,1
412,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0.81,10,toluene,283,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,1,1
413,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0.86,20,toluene,293,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,1,1
414,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0.91,30,toluene,303,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,1,1
415,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,-0.11,20,toluene,293,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,1,1
416,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,-0.01,30,toluene,303,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,1,1
417,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,0.08,40,toluene,313,1.0,[CH:1]1=[CH:2][CH:3]=[CH:4][C:5](=[S:7])/[C:6]1=[CH:8]/[NH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[cH:1]1[cH:2][cH:3][cH:4][c:5]([SH:7])[c:6]1/[CH:8]=[N:9]/[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,1,1
418,[cH:1]1[c:2]2[c:3]([c:4]([NH2:14])[cH:5][c:6]1[C:11](=[O:12])[OH:13])[cH:7][cH:8][cH:9][cH:10]2>>[cH:1]1[c:2]2[c:3]([c:4]([NH3+:14])[cH:5][c:6]1[C:11](=[O:12])[O-:13])[cH:7][cH:8][cH:9][cH:10]2,-0.26,25,water,298,1.0,[cH:1]1[c:2]2[c:3]([c:4]([NH2:14])[cH:5][c:6]1[C:11](=[O:12])[OH:13])[cH:7][cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[c:3]([c:4]([NH3+:14])[cH:5][c:6]1[C:11](=[O:12])[O-:13])[cH:7][cH:8][cH:9][cH:10]2,1,1
419,[c:1]1([C:12]([OH:13])=[O:14])[c:2]2[c:3]([cH:4][c:5]([NH2:11])[cH:6]1)[cH:7][cH:8][cH:9][cH:10]2>>[c:1]1([C:12]([O-:13])=[O:14])[c:2]2[c:3]([cH:4][c:5]([NH3+:11])[cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,0.69,25,water,298,1.0,[c:1]1([C:12]([OH:13])=[O:14])[c:2]2[c:3]([cH:4][c:5]([NH2:11])[cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,[c:1]1([C:12]([O-:13])=[O:14])[c:2]2[c:3]([cH:4][c:5]([NH3+:11])[cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,1,1
420,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2>>[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,-1.1,35,"1,4-dioxane",308,0.297,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,1,1
421,[cH:1]1[c:2]([CH3:16])[cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2>>[cH:1]1[c:2]([CH3:16])[cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,-1.0,35,"1,4-dioxane",308,0.297,[cH:1]1[c:2]([CH3:16])[cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[c:2]([CH3:16])[cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,1,1
422,[cH:1]1[c:2]([Cl:16])[cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2>>[cH:1]1[c:2]([Cl:16])[cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,-0.64,35,"1,4-dioxane",308,0.297,[cH:1]1[c:2]([Cl:16])[cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[c:2]([Cl:16])[cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,1,1
