reaction_index,tabulated_constant,temperature,temperature_celsius,solvent,solvent_original,solvent_part,reactant_smiles,product_smiles,reactant_smiles_mapped,product_smiles_mapped,formal_charge,reactant_is_zwitterion,product_is_zwitterion,n_reactants,n_products
244,0.34,328,55,dmso,methanesulfinylmethane,1.0,Clc1ccc(N/C(=C\c2ccccc2)Cc2ccccc2)cc1,Clc1ccc(/N=C(\Cc2ccccc2)Cc2ccccc2)cc1,[C:1](=[CH:2]\[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([Cl:23])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[C:1](\[CH2:2][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(=[N:3]\[c:5]1[cH:7][cH:8][c:9]([Cl:23])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,0,False,False,1,1
245,0.89,328,55,dmso,methanesulfinylmethane,1.0,COc1ccc(N/C(=C\c2ccccc2)Cc2ccccc2)cc1,COc1ccc(/N=C(\Cc2ccccc2)Cc2ccccc2)cc1,[C:1](=[CH:2]\[c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(\[NH:3][c:5]1[cH:7][cH:8][c:9]([O:23][CH3:24])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[C:1](\[CH2:2][c:6]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)(=[N:3]\[c:5]1[cH:7][cH:8][c:9]([O:23][CH3:24])[cH:10][cH:11]1)[CH2:4][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,0,False,False,1,1
271,3.34,293,20,water,water,1.0,Oc1ccncc1,O=c1cc[nH]cc1,[c:1]1([OH:7])[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1(=[O:7])[cH:2][cH:3][nH:4][cH:5][cH:6]1,0,False,False,1,1
272,3.29,293,20,water,water,1.0,Oc1ccncc1,O=c1cc[nH]cc1,[c:1]1([OH:7])[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1(=[O:7])[cH:2][cH:3][nH:4][cH:5][cH:6]1,0,False,False,1,1
273,0.42,293,20,water,water,1.0,COC(=O)c1cc(O)cc(C(=O)OC)n1,COC(=O)c1cc(=O)cc(C(=O)OC)[nH]1,[c:1]1([OH:7])[cH:2][c:3]([C:8](=[O:9])[O:10][CH3:11])[n:4][c:5]([C:12]([O:13][CH3:15])=[O:14])[cH:6]1,[c:1]1(=[O:7])[cH:2][c:3]([C:8](=[O:9])[O:10][CH3:11])[nH:4][c:5]([C:12]([O:13][CH3:15])=[O:14])[cH:6]1,0,False,False,1,1
274,3.68,293,20,water,water,1.0,Oc1ccc2ccccc2n1,O=c1ccc2ccccc2[nH]1,[cH:1]1[c:2]2[c:3]([n:4][c:5]([OH:11])[cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[c:3]([nH:4][c:5](=[O:11])[cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,0,False,False,1,1
275,4.285,293,20,water,water,1.0,Oc1ccnc2ccccc12,O=c1cc[nH]c2ccccc12,[c:1]1([OH:11])[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,[c:1]1(=[O:11])[c:2]2[c:3]([nH:4][cH:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,0,False,False,1,1
276,-1.28,293,20,water,water,1.0,Oc1cccc2ncccc12,O=c1cccc2[nH]cccc1-2,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[OH:11],[cH:1]1[c:2]2[c:10](=[O:11])[cH:9][cH:8][cH:7][c:3]-2[nH:4][cH:5][cH:6]1,0,False,False,1,1
277,-1.36,313,40,water,water,1.0,Oc1cccc2ncccc12,O=c1cccc2[nH]cccc1-2,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[OH:11],[cH:1]1[c:2]2[c:10](=[O:11])[cH:9][cH:8][cH:7][c:3]-2[nH:4][cH:5][cH:6]1,0,False,False,1,1
278,-1.44,333,60,water,water,1.0,Oc1cccc2ncccc12,O=c1cccc2[nH]cccc1-2,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[OH:11],[cH:1]1[c:2]2[c:10](=[O:11])[cH:9][cH:8][cH:7][c:3]-2[nH:4][cH:5][cH:6]1,0,False,False,1,1
279,-1.54,353,80,water,water,1.0,Oc1cccc2ncccc12,O=c1cccc2[nH]cccc1-2,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][cH:9][c:10]2[OH:11],[cH:1]1[c:2]2[c:10](=[O:11])[cH:9][cH:8][cH:7][c:3]-2[nH:4][cH:5][cH:6]1,0,False,False,1,1
280,4.555,293,20,water,water,1.0,Oc1nccc2ccccc12,O=c1[nH]ccc2ccccc12,[cH:1]1[c:2]2[c:3]([c:4]([OH:11])[n:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[c:3]([c:4](=[O:11])[nH:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,0,False,False,1,1
281,0.305,293,20,water,water,1.0,Oc1ccc2cnccc2c1,O=c1ccc2c[nH]ccc-2c1,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][c:9]([OH:11])[cH:10]2,[cH:1]1[c:2]2[cH:10][c:9](=[O:11])[cH:8][cH:7][c:3]-2[cH:4][nH:5][cH:6]1,0,False,False,1,1
282,0.16,313,40,water,water,1.0,Oc1ccc2cnccc2c1,O=c1ccc2c[nH]ccc-2c1,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][c:9]([OH:11])[cH:10]2,[cH:1]1[c:2]2[cH:10][c:9](=[O:11])[cH:8][cH:7][c:3]-2[cH:4][nH:5][cH:6]1,0,False,False,1,1
283,-0.16,353,80,water,water,1.0,Oc1ccc2cnccc2c1,O=c1ccc2c[nH]ccc-2c1,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][c:9]([OH:11])[cH:10]2,[cH:1]1[c:2]2[cH:10][c:9](=[O:11])[cH:8][cH:7][c:3]-2[cH:4][nH:5][cH:6]1,0,False,False,1,1
284,0.16,293,20,water,water,1.0,Oc1cccc2ccncc12,O=c1cccc2cc[nH]cc1-2,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[c:7]([OH:11])[cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[cH:10][cH:9][cH:8][c:7](=[O:11])[c:3]-2[cH:4][nH:5][cH:6]1,0,False,False,1,1
285,-0.17,313,40,water,water,1.0,Oc1cccc2ccncc12,O=c1cccc2cc[nH]cc1-2,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[c:7]([OH:11])[cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[cH:10][cH:9][cH:8][c:7](=[O:11])[c:3]-2[cH:4][nH:5][cH:6]1,0,False,False,1,1
286,-0.3,333,60,water,water,1.0,Oc1cccc2ccncc12,O=c1cccc2cc[nH]cc1-2,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[c:7]([OH:11])[cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[cH:10][cH:9][cH:8][c:7](=[O:11])[c:3]-2[cH:4][nH:5][cH:6]1,0,False,False,1,1
287,-0.5,353,80,water,water,1.0,Oc1cccc2ccncc12,O=c1cccc2cc[nH]cc1-2,[cH:1]1[c:2]2[c:3]([cH:4][n:5][cH:6]1)[c:7]([OH:11])[cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[cH:10][cH:9][cH:8][c:7](=[O:11])[c:3]-2[cH:4][nH:5][cH:6]1,0,False,False,1,1
288,3.9,293,20,water,water,1.0,Oc1nc2ccccc2c2ccccc12,O=c1[nH]c2ccccc2c2ccccc12,[c:1]12[c:2]3[c:3]([c:4]([OH:15])[n:5][c:6]1[cH:14][cH:13][cH:12][cH:11]2)[cH:7][cH:8][cH:9][cH:10]3,[c:1]12[c:2]3[c:3]([c:4](=[O:15])[nH:5][c:6]1[cH:14][cH:13][cH:12][cH:11]2)[cH:7][cH:8][cH:9][cH:10]3,0,False,False,1,1
289,0.25,308,35,water,water,1.0,c1ccc(CC2=NCCCC2)cc1,C(=C1/CCCCN1)\c1ccccc1,[CH2:1]1[CH2:2][CH2:3][N:4]=[C:5]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:6]1,[CH2:1]1[CH2:2][CH2:3][NH:4]/[C:5](=[CH:7]\[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:6]1,0,False,False,1,1
290,0.55,308,35,water,water,1.0,c1ccc(C(C2=NCCCC2)c2ccccc2)cc1,c1ccc(/C(=C2/CCCCN2)c2ccccc2)cc1,[CH2:1]1[CH2:2][CH2:3][N:4]=[C:5]([CH:7]([c:8]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:9]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:6]1,[CH2:1]1[CH2:2][CH2:3][NH:4]/[C:5](=[C:7](\[c:8]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:9]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:6]1,0,False,False,1,1
291,8.3,298,25,water,water,1.0,NC(=S)c1ccccc1,N=C(S)c1ccccc1,[NH2:1][C:2]([c:3]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)=[S:4],[NH:1]=[C:2]([c:3]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[SH:4],0,False,False,1,1
292,9.6,298,25,water,water,1.0,CNC(C)=S,C/N=C(/C)S,[NH:1]([C:2]([CH3:3])=[S:4])[CH3:5],[N:1](=[C:2](/[CH3:3])[SH:4])\[CH3:5],0,False,False,1,1
293,8.9,298,25,water,water,1.0,CNC(=S)c1ccccc1,C/N=C(\S)c1ccccc1,[NH:1]([C:2]([c:3]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)=[S:4])[CH3:5],[N:1](=[C:2](/[c:3]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[SH:4])\[CH3:5],0,False,False,1,1
294,-5.1,298,25,water,water,1.0,S=c1[nH]c(-c2ccccc2)co1,Sc1nc(-c2ccccc2)co1,[o:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[nH:4][c:5]1=[S:6],[o:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[n:4][c:5]1[SH:6],0,False,False,1,1
295,-5.7,298,25,water,water,1.0,S=c1[nH]cc(-c2ccccc2)o1,Sc1ncc(-c2ccccc2)o1,[o:1]1[c:2](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:3][nH:4][c:5]1=[S:6],[o:1]1[c:2](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:3][n:4][c:5]1[SH:6],0,False,False,1,1
296,-6.6,298,25,water,water,1.0,Cc1[nH]c(=S)oc1C,Cc1nc(S)oc1C,[o:1]1[c:2]([CH3:8])[c:3]([CH3:7])[nH:4][c:5]1=[S:6],[o:1]1[c:2]([CH3:8])[c:3]([CH3:7])[n:4][c:5]1[SH:6],0,False,False,1,1
297,-5.4,298,25,water,water,1.0,S=c1[nH]cc(-c2ccccc2)s1,Sc1ncc(-c2ccccc2)s1,[s:1]1[c:2](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:3][nH:4][c:5]1=[S:6],[s:1]1[c:2](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:3][n:4][c:5]1[SH:6],0,False,False,1,1
298,-6.2,298,25,water,water,1.0,Cc1[nH]c(=S)sc1C,Cc1nc(S)sc1C,[s:1]1[c:2]([CH3:8])[c:3]([CH3:7])[nH:4][c:5]1=[S:6],[s:1]1[c:2]([CH3:8])[c:3]([CH3:7])[n:4][c:5]1[SH:6],0,False,False,1,1
299,-8.2,298,25,water,water,1.0,Cc1[nH]c(=S)[nH]c1C,Cc1nc(S)[nH]c1C,[nH:1]1[c:2]([CH3:8])[c:3]([CH3:7])[nH:4][c:5]1=[S:6],[nH:1]1[c:2]([CH3:8])[c:3]([CH3:7])[n:4][c:5]1[SH:6],0,False,False,1,1
300,-7.6,298,25,water,water,1.0,Cn1cc(-c2ccccc2)[nH]c1=S,Cn1cc(-c2ccccc2)nc1S,[n:1]1([CH3:13])[cH:2][c:3](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[nH:4][c:5]1=[S:6],[n:1]1([CH3:13])[cH:2][c:3](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[n:4][c:5]1[SH:6],0,False,False,1,1
301,-6.8,298,25,water,water,1.0,Cn1c(-c2ccccc2)c[nH]c1=S,Cn1c(-c2ccccc2)cnc1S,[n:1]1([CH3:7])[c:2](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:3][nH:4][c:5]1=[S:6],[n:1]1([CH3:7])[c:2](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:3][n:4][c:5]1[SH:6],0,False,False,1,1
302,-8.2,298,25,water,water,1.0,Cc1[nH]c(=S)n(C)c1C,Cc1nc(S)n(C)c1C,[n:1]1([CH3:9])[c:2]([CH3:8])[c:3]([CH3:7])[nH:4][c:5]1=[S:6],[n:1]1([CH3:9])[c:2]([CH3:8])[c:3]([CH3:7])[n:4][c:5]1[SH:6],0,False,False,1,1
303,-4.07,291,18,water,water,1.0,CC[N+](=O)[O-],C/C=[N+](/[O-])O,[N+:1](=[O:2])([CH2:3][CH3:5])[O-:4],[N+:1](\[OH:2])(=[CH:3]\[CH3:5])[O-:4],0,False,False,1,1
304,-4.05,298,25,water,water,1.0,CC[N+](=O)[O-],C/C=[N+](/[O-])O,[N+:1](=[O:2])([CH2:3][CH3:5])[O-:4],[N+:1](\[OH:2])(=[CH:3]\[CH3:5])[O-:4],0,False,False,1,1
305,-4.05,273,0,water,water,1.0,CC[N+](=O)[O-],C/C=[N+](/[O-])O,[N+:1](=[O:2])([CH2:3][CH3:5])[O-:4],[N+:1](\[OH:2])(=[CH:3]\[CH3:5])[O-:4],0,False,False,1,1
306,-4.35,303,30,water,water,1.0,CC[N+](=O)[O-],C/C=[N+](/[O-])O,[N+:1](=[O:2])([CH2:3][CH3:5])[O-:4],[N+:1](\[OH:2])(=[CH:3]\[CH3:5])[O-:4],0,False,False,1,1
307,-2.56,298,25,water,water,1.0,CC(C)[N+](=O)[O-],C/C(C)=[N+](\[O-])O,[N+:1](=[O:2])([CH:3]([CH3:5])[CH3:6])[O-:4],[N+:1](\[OH:2])(=[C:3](/[CH3:5])[CH3:6])[O-:4],0,False,False,1,1
308,-2.56,273,0,water,water,1.0,CC(C)[N+](=O)[O-],C/C(C)=[N+](\[O-])O,[N+:1](=[O:2])([CH:3]([CH3:5])[CH3:6])[O-:4],[N+:1](\[OH:2])(=[C:3](/[CH3:5])[CH3:6])[O-:4],0,False,False,1,1
309,-2.53,303,30,water,water,1.0,CC(C)[N+](=O)[O-],C/C(C)=[N+](\[O-])O,[N+:1](=[O:2])([CH:3]([CH3:5])[CH3:6])[O-:4],[N+:1](\[OH:2])(=[C:3](/[CH3:5])[CH3:6])[O-:4],0,False,False,1,1
310,-1.3,273,0,water,water,1.0,CCC([N+](=O)[O-])[N+](=O)[O-],CC/C([N+](=O)[O-])=[N+](\[O-])O,[N+:1](=[O:2])([CH:3]([CH2:5][CH3:9])[N+:6](=[O:7])[O-:8])[O-:4],[N+:1](=[O:2])(/[C:3]([CH2:5][CH3:9])=[N+:6](\[OH:7])[O-:8])[O-:4],0,False,False,1,1
311,3.0,293,20,water,water,1.0,Sc1cc2ccccc2cn1,[S-]c1cc2ccccc2c[nH+]1,[c:1]12[c:2]([cH:3][c:4]([SH:11])[n:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,[c:1]12[c:2]([cH:3][c:4]([S-:11])[nH+:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,0,False,True,1,1
312,-0.02,303,30,acetonitrile,acetonitrile,1.0,CCCCN(CCCC)CC(=O)O,CCCC[NH+](CCCC)CC(=O)[O-],[N:1]([CH2:2][C:4](=[O:12])[OH:13])([CH2:3][CH2:9][CH2:10][CH3:11])[CH2:5][CH2:6][CH2:7][CH3:8],[NH+:1]([CH2:2][C:4](=[O:12])[O-:13])([CH2:3][CH2:9][CH2:10][CH3:11])[CH2:5][CH2:6][CH2:7][CH3:8],0,False,True,1,1
314,-0.11,303,30,acetonitrile,acetonitrile,1.0,CCCCN(CCCC)CCC(=O)O,CCCC[NH+](CCCC)CCC(=O)[O-],[N:1]([CH2:2][CH2:11][C:12]([OH:13])=[O:14])([CH2:3][CH2:8][CH2:9][CH3:10])[CH2:4][CH2:5][CH2:6][CH3:7],[NH+:1]([CH2:2][CH2:11][C:12]([O-:13])=[O:14])([CH2:3][CH2:8][CH2:9][CH3:10])[CH2:4][CH2:5][CH2:6][CH3:7],0,False,True,1,1
315,-0.28,303,30,nitromethane,nitromethane,1.0,CCCCN(CCCC)CCC(=O)O,CCCC[NH+](CCCC)CCC(=O)[O-],[N:1]([CH2:2][CH2:11][C:12]([OH:13])=[O:14])([CH2:3][CH2:8][CH2:9][CH3:10])[CH2:4][CH2:5][CH2:6][CH3:7],[NH+:1]([CH2:2][CH2:11][C:12]([O-:13])=[O:14])([CH2:3][CH2:8][CH2:9][CH3:10])[CH2:4][CH2:5][CH2:6][CH3:7],0,False,True,1,1
316,1.28,307,34,water,water,1.0,CC(=O)C(C)(C)CC(N)=O,CC1(C)CC(=O)NC1(C)O,[C:1]([CH3:2])([C:3]([CH3:4])=[O:5])([CH3:6])[CH2:7][C:8](=[O:9])[NH2:10],[C:1]1([CH3:2])([CH3:6])[C:3]([CH3:4])([OH:5])[NH:10][C:8](=[O:9])[CH2:7]1,0,False,False,1,1
317,0.48,363,90,water,water,1.0,CC(=O)C(C)(C)CC(N)=O,CC1(C)CC(=O)NC1(C)O,[C:1]([CH3:2])([C:3]([CH3:4])=[O:5])([CH3:6])[CH2:7][C:8](=[O:9])[NH2:10],[C:1]1([CH3:2])([CH3:6])[C:3]([CH3:4])([OH:5])[NH:10][C:8](=[O:9])[CH2:7]1,0,False,False,1,1
318,0.22,373,100,water,water,1.0,CC(=O)C(C)(C)CC(N)=O,CC1(C)CC(=O)NC1(C)O,[C:1]([CH3:2])([C:3]([CH3:4])=[O:5])([CH3:6])[CH2:7][C:8](=[O:9])[NH2:10],[C:1]1([CH3:2])([CH3:6])[C:3]([CH3:4])([OH:5])[NH:10][C:8](=[O:9])[CH2:7]1,0,False,False,1,1
319,-0.09,298,25,methanol,methanol,1.0,CC(=O)CCCO,CC1(O)CCCO1,[C:1]([CH2:2][CH2:5][CH2:6][OH:7])([CH3:3])=[O:4],[C:1]1([CH3:3])([OH:4])[CH2:2][CH2:5][CH2:6][O:7]1,0,False,False,1,1
320,-0.29,298,25,methanol,methanol,1.0,CC(=O)CCCCO,CC1(O)CCCCO1,[C:1]([CH2:2][CH2:5][CH2:6][CH2:7][OH:8])([CH3:3])=[O:4],[C:1]1([CH3:3])([OH:4])[CH2:2][CH2:5][CH2:6][CH2:7][O:8]1,0,False,False,1,1
321,0.31,309,36,methanol,methanol,1.0,COC(=O)c1ccccc1C(C)=O,COC1(C)OC(=O)c2ccccc21,[cH:1]1[cH:2][cH:3][cH:4][c:5]([C:11]([CH3:12])=[O:13])[c:6]1[C:7](=[O:8])[O:9][CH3:10],[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:7](=[O:8])[O:13][C:11]2([O:9][CH3:10])[CH3:12],0,False,False,1,1
322,0.245,313,40,methanol,methanol,1.0,COC(=O)c1ccccc1C(C)=O,COC1(C)OC(=O)c2ccccc21,[cH:1]1[cH:2][cH:3][cH:4][c:5]([C:11]([CH3:12])=[O:13])[c:6]1[C:7](=[O:8])[O:9][CH3:10],[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:7](=[O:8])[O:13][C:11]2([O:9][CH3:10])[CH3:12],0,False,False,1,1
323,0.33,309,36,methanol,methanol,1.0,CCC(=O)c1ccccc1C(=O)OC,CCC1(OC)OC(=O)c2ccccc21,[cH:1]1[cH:2][cH:3][cH:4][c:5]([C:11]([CH2:12][CH3:14])=[O:13])[c:6]1[C:7](=[O:8])[O:9][CH3:10],[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:7](=[O:8])[O:13][C:11]2([O:9][CH3:10])[CH2:12][CH3:14],0,False,False,1,1
324,0.42,313,40,methanol,methanol,1.0,CCC(=O)c1ccccc1C(=O)OC,CCC1(OC)OC(=O)c2ccccc21,[cH:1]1[cH:2][cH:3][cH:4][c:5]([C:11]([CH2:12][CH3:14])=[O:13])[c:6]1[C:7](=[O:8])[O:9][CH3:10],[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:7](=[O:8])[O:13][C:11]2([O:9][CH3:10])[CH2:12][CH3:14],0,False,False,1,1
325,0.48,309,36,methanol,methanol,1.0,COC(=O)c1ccccc1C(=O)C(C)C,COC1(C(C)C)OC(=O)c2ccccc21,[cH:1]1[cH:2][cH:3][cH:4][c:5]([C:11]([CH:12]([CH3:14])[CH3:15])=[O:13])[c:6]1[C:7](=[O:8])[O:9][CH3:10],[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:7](=[O:8])[O:13][C:11]2([O:9][CH3:10])[CH:12]([CH3:14])[CH3:15],0,False,False,1,1
380,-2.7,278,5,benzene,benzene,1.0,O=C1c2ccccc2Cc2ccccc21,Oc1c2ccccc2cc2ccccc12,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,0,False,False,1,1
381,-2.64,289,16,benzene,benzene,1.0,O=C1c2ccccc2Cc2ccccc21,Oc1c2ccccc2cc2ccccc12,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,0,False,False,1,1
382,-2.56,299,26,benzene,benzene,1.0,O=C1c2ccccc2Cc2ccccc21,Oc1c2ccccc2cc2ccccc12,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,0,False,False,1,1
383,-2.51,308,35,benzene,benzene,1.0,O=C1c2ccccc2Cc2ccccc21,Oc1c2ccccc2cc2ccccc12,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[C:10](=[O:15])[c:9]1[c:8]([cH:11][cH:12][cH:13][cH:14]1)[CH2:7]2,[cH:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1[c:10]([OH:15])[c:9]1[c:8]([cH:7]2)[cH:11][cH:12][cH:13][cH:14]1,0,False,False,1,1
384,3.3,294,21,water,water,1.0,Nc1ccnc2ccccc12,N=c1cc[nH]c2ccccc12,[c:1]1([NH2:7])[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:8][cH:9][cH:10][cH:11]2,[c:1]1(=[NH:7])[c:2]2[c:3]([nH:4][cH:5][cH:6]1)[cH:8][cH:9][cH:10][cH:11]2,0,False,False,1,1
385,0.84,308,35,water,water,1.0,O=S(=O)([O-])c1ccc(/N=N\c2cc(S(=O)(=O)[O-])c(O)c3ccccc23)cc1,O=C1C(S(=O)(=O)[O-])=C/C(=N\Nc2ccc(S(=O)(=O)[O-])cc2)c2ccccc21,[Na+:1].[Na+:2].[cH:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8]1)[c:9]([OH:13])[c:10]([S:14](=[O:15])(=[O:16])[O-:17])[cH:11][c:12]2/[N:18]=[N:19]\[c:20]1[cH:21][cH:22][c:23]([S:26](=[O:27])(=[O:28])[O-:29])[cH:24][cH:25]1,[Na+:2].[Na+:1].[cH:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8]1)[C:9](=[O:13])[C:10]([S:14](=[O:15])(=[O:16])[O-:17])=[CH:11]/[C:12]2=[N:18]\[NH:19][c:20]1[cH:21][cH:22][c:23]([S:26](=[O:27])(=[O:28])[O-:29])[cH:24][cH:25]1,-2,False,False,3,3
388,0.1,293,20,water,water,1.0,Oc1cccnc1,[O-]c1ccc[nH+]c1,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],0,False,True,1,1
389,-0.05,313,40,water,water,1.0,Oc1cccnc1,[O-]c1ccc[nH+]c1,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],0,False,True,1,1
390,-0.22,333,60,water,water,1.0,Oc1cccnc1,[O-]c1ccc[nH+]c1,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],0,False,True,1,1
391,-0.4,353,80,water,water,1.0,Oc1cccnc1,[O-]c1ccc[nH+]c1,[cH:1]1[cH:2][cH:3][n:4][cH:5][c:6]1[OH:7],[cH:1]1[cH:2][cH:3][nH+:4][cH:5][c:6]1[O-:7],0,False,True,1,1
392,-1.08,293,20,water,water,1.0,Oc1cnc2ccccc2c1,[O-]c1c[nH+]c2ccccc2c1,[cH:1]1[c:2]2[c:3]([n:4][cH:5][c:6]1[OH:11])[cH:7][cH:8][cH:9][cH:10]2,[cH:1]1[c:2]2[c:3]([nH+:4][cH:5][c:6]1[O-:11])[cH:7][cH:8][cH:9][cH:10]2,0,False,True,1,1
393,-2.09,293,20,water,water,1.0,Oc1ccc2ncccc2c1,[O-]c1ccc2[nH+]cccc2c1,[cH:1]1[c:2]2[c:3]([n:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([OH:11])[cH:10]2,[cH:1]1[c:2]2[c:3]([nH+:4][cH:5][cH:6]1)[cH:7][cH:8][c:9]([O-:11])[cH:10]2,0,False,True,1,1
394,0.46,293,20,water,water,1.0,Oc1cncc2ccccc12,[O-]c1c[nH+]cc2ccccc12,[c:1]1([OH:11])[c:2]2[c:3]([cH:4][n:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,[c:1]1([O-:11])[c:2]2[c:3]([cH:4][nH+:5][cH:6]1)[cH:7][cH:8][cH:9][cH:10]2,0,False,True,1,1
